name,venues,deceased,photo_url,bio,bio_source,gap_fill_added
Olivia Carter,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/IMG-8752-7bf10771-thumb-image.jpg?1730320136,"Olivia Carter is a comic living in New York City. Her most notable appearance was on ""Kill Tony."" She has also opened for Yannis Pappas on his special, ""Mom Love."" Filmed a taping with Cracked and Onl",nycc,no
Glorelys Mora,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Untitled-design-67-04870c33-thumb-image.png?1772480217,"Glorelys ""Glory"" Mora is a New York-based stand-up comedian, writer and producer. She was born on June 15th, 1990 in New York City and grew up in between the worlds of Harlem and Washington Heights, r",stand,no
Mark Hayes,nycc,,https://newyorkcomedyclub.com/img/comedians/E5DF2668-7C08-4C3E-B9DD-C2D4A79DEEF4-ac090de0-thumb-image.jpg?1750102064,"Mark Hayes has been dubbed ""Ireland's craziest and wittiest comedian, a poet at times"". Saying that, he has also been called ""the runt of Irish literature"" so take your pick.",nycc,no
Kevin Bridges,nycc,,https://newyorkcomedyclub.com/img/comedians/Kevin-Bridges-c3b40aa0-thumb-image.jpg?1758826453,"After more than two decades of packed arenas, five critically-acclaimed tours, and over 1.5 million tickets sold worldwide, Kevin Bridges—one of the UK's most celebrated comedians—is coming to North A",nycc,no
Ayanna Dookie,nycc,,https://newyorkcomedyclub.com/img/imagetest/5fad9755-06b0-4a68-8550-318430770f47-jpg-fc9b0f7c-5fad9755-06b0-4a68-8550-318430770f47-jpg.jpg?1725895322,"Ayanna Dookie is a stand-up comedian based in Brooklyn, New York. She is the 2014 winner of The She Devil Comedy Festival. She also earned a spot in the semi-finals of NBC Stand-Up fo Diversity and a ",nycc,no
Maxwell Fine,nycc,,https://newyorkcomedyclub.com/img/comedians/Max-FIne-Headshot-2025-2af20cab-thumb-image.jpg?1760028927,Max Fine is a stand up comedian from San Francisco who is currently based out of New York. Max is known for his clean comedy and his storytelling. He has performed in both the New York Comedy Festival,nycc,no
Crystal Marie Denha,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/BlankBackground-1-f83d0c00-thumb-image.jpg?1774299549,Crystal Marie Denha is a stand-up comedian and TV personality. She's appeared on MTV and performs at clubs across the country.,nycc,no
Dan Carney,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/DanCarney-96380929-thumb-image.jpg?1577228194,"Dan is one of the funniest young comics in the NYC comedy scene. He’s a regular at top NYC showcase clubs such as Caroline’s on Broadway and Stand Up NY, and runs one of the hottest stand-up shows in ",nycc,no
Michael Brigante,nycc,,https://newyorkcomedyclub.com/img/imagetest/michael-brigante-183-0-25x-png-b2bb0faa-michael-brigante-183-0-25x-png.jpg?1695313573,Michael Brigante has been entertaining audiences for over a decade with his side-splitting comedy and unique brand of storytelling. Having performed to sold-out audiences throughout the United States ,nycc,no
Andrew Collin,nycc,,https://newyorkcomedyclub.com/img/comedians/IMG-2817-7ecc0799-thumb-image.jpg?1753889812,"Andrew Collin has perfected his unique style of humor - laid back and not that smart. Andrew recently wrote for the incredibly popular Netflix event ""The Roast Of Tom Brady"" and ""The Golden Globes."" A",nycc,no
Alex Quow,nycc,,https://newyorkcomedyclub.com/img/comedians/Alex-Quow-Headshot-1-1a150cc4-thumb-image.jpg?1770150681,"Alex Quow is a New York City–based stand-up comedian with over 100,000 followers across social platforms, whose work has been featured on HBO, Amazon Prime, and in the New York Comedy Festival. A vete",nycc,no
Peter Revello,"nycc,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/PeterRevello-bb3e0a7c-thumb-image.jpg?1619720285,"FROM THE TONIGHT SHOW, COMEDY CENTRAL",cellar_tagline,no
Olga Namer,nycc,,https://newyorkcomedyclub.com/img/comedians/olga-namer-a3070995-thumb-image.jpg?1550357899,Olga Namer is a New York based stand-up comedian and actress who recently won the 2018 Ladies of Laughter competition. She has done a live taping for the Gotham Comedy VR show. She also hosts a show o,nycc,no
Dan LaMorte,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/4uqqDLxV-400x400-d9a60a6f-thumb-image.jpg?1695046798,"Dan LaMorte is a unique stand-up comedian. His career started young, at 19 years old, after he suffered a career-ending injury as a college baseball player. As his star rose in comedy, so did his weig",nycc,no
Piers Moreton,nycc,,https://newyorkcomedyclub.com/img/comedians/image-69240783-thumb-image.jpg?1689359352,"Piers is a British Comedian and Writer from London, living in New York. He has performed regularly at The Comedy Store, The Hollywood Improv, Carolines, Laugh Factory, Zanies The Stand, The Comic Stri",nycc,no
Usama Siddiquee,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/Usama-Approved-Photo-217e0d4d-thumb-image.jpg?1742486161,"Usama Siddiquee is a Bengali-American stand-up comedian, writer and actor based in New York. His debut 1/2 special was released on YouTube March 21, 2025 produced by Don’t Tell Comedy. Last year, Usam",nycc,no
John Campanelli,nycc,,https://newyorkcomedyclub.com/img/comedians/John-Campanelli-Headshot-4-24-24-d7f51036-thumb-image.jpg?1708640239,"John is a New York based comedian who can be found regularly in both NYC and Los Angeles. His debut comedy album “Nervous” (2013), was highly regarded and LAFT Magazine reviewed John as, “A comedian f",nycc,no
Jarrett Campbell,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Jarrett-Campbell-eb6b0be5-thumb-image.png?1711653985,"Jarrett Campbell is the fastest rising talent in Canadian comedy. His work has been featured on MTV, Comedy Network, CTV, SiriusXM and his debut comedy album, ‘Straight White Fail’, was nominated for ",stand,no
Ashley Austin Morris,"nycc,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/headshot-plaid-d4e70b3c-thumb-image.jpg?1773943168,"Ashley Austin Morris is an actor, comedian, and writer. Recent (but not all) credits include portraying 'Tammy' on ""Elsbeth,"" 'Roxanne Hertz' opposite Jesse Eisenberg and Claire Danes in FX’s ""Fleishm",nycc,no
Gus Constantellis,nycc,,https://newyorkcomedyclub.com/img/events/My-Dead-Moms-Recipes-0964-About-the-Author-Photo-1-445916a8-thumb-image.png?1769191746,"Gus Constantellis (he/him) is a gay, first generation Greek-American stand-up comedian and writer raised in Brooklyn, whose sharp, fast-paced comedy draws from his loud immigrant family, Greek heritag",nycc,no
Ryan Dacalos,nycc,,https://newyorkcomedyclub.com/img/comedians/ryan-dacalos-a5e40a06-thumb-image.jpg?1522269492,,none,no
Riley Lassin,nycc,,https://newyorkcomedyclub.com/img/comedians/Riley-Lassin-b8a00a4b-thumb-image.jpg?1753902957,,none,no
Andrew Dice Clay,"nycc,the_stand",,https://newyorkcomedyclub.com/img/events/AndrewDiceClay-d1240b19-thumb-image.jpg?1611689276,"ANDREW DICE CLAY is proud to be one of America's most controversial and outrageous comics. And it’s that persona that has made him a Rock and Roll, Comedy Legend. When he released his debut album, Dic",nycc,no
Chris Distefano,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/imagetest/dsc03782-1-jpg-bc0509b2-dsc03782-1-jpg.jpg?1730227556,"Chris Distefano is one of today's biggest and most beloved names in comedy. Chris quickly rose to success after being named the funniest person on MTV for his show-stopping performances on the ""Guy Co",nycc,no
Todd Barry,"nycc,comedy_cellar",,https://newyorkcomedyclub.com/img/imagetest/todd-barry-a39109a6-thumb-image.jpg?1487231992,"Todd Barry has done EVERYTHING! Late Show with David Letterman, Late Night with Conan O’Brien, Comedy Central Presents, Last Call with Carson Daly, Jimmy Kimmel Live, Dr. Katz, Professional Therapist,",nycc,no
Des Bishop,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/des-5dce06db-thumb-image.png?1678139061,"Now a massive star in Ireland, native New Yorker, Des moved from Queens to Ireland in his mid-teens in 1990. He first came to prominence with his extraordinary TV series The Des Bishop Work Experience",nycc,no
Pete Davidson,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Pete-Davidson-05-014-c-lyrdme-copy-2-14f01192-thumb-image.jpg?1749849290,"Pete Davidson is an actor, writer and stand-up comedian. He most recently wrapped production on the film “The Pick Up” for Amazon, in which he stars alongside Eddie Murphy. He is the creator, executiv",nycc,no
Dave Attell,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/Dave-Attell-Headshot-19f20d04-thumb-image.jpg?1602005461,"David Attell is a stand-up comedian, actor, and writer, best known as the host of Comedy Central's INSOMNIAC WITH DAVE ATTELL, which gave him a cult following. Dave Attell can next be seen on Netflix’",nycc,no
Keith Robinson,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/imagetest/keith-robinson-d6690b60-thumb-image.jpg?1493326798,"Keith Robinson is the quintessential comedian’s comedian, admired by his fellow artists – his great art of inherently subverting his audience, shaking them out of their cozy assumptions to fresh persp",nycc,no
Artie Lange,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/artie-lange-add709f8-thumb-image.jpg?1500644877,"Originally from New Jersey, veteran stand-up comedian Artie Lange rose to prominence as a contributor to The Howard Stern Show. More recently seen on Judd Apatow's HBO series Crashing, Artie has also ",nycc,no
Michael Che,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/michael-che-ade809e2-thumb-image.jpg?1561490802,"Having been named one of Rolling Stone’s “50 Funniest People,” Buzzfeed's ""50 Hottest Men in Comedy,"" and Variety’s “Top 10 Comics To Watch,” Che is quickly leaving his mark on the media landscape. A ",nycc,no
Joanne McNally,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/image-700007b3-thumb-image.jpg?1675219029,"Described by the Sunday Times as a ‘truly gifted stand-up’, Joanne has been taking Ireland and the UK’s comedy scene by storm, enjoying sell-out Edinburgh runs with her stand-up shows Wine Tamer and T",nycc,no
Howie Mandel,nycc,,https://newyorkcomedyclub.com/img/comedians/Untitled-design-44-06330c32-thumb-image.png?1746463886,Howie Mandel has remained a constant force in show business for more than 30 years. He can currently be seen on NBC’s flagship series America’s Got Talent where he has served as a judge for eleven sea,nycc,no
Laurie Kilmartin,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/laurie-kilmartin-ee810c21-thumb-image.jpg?1491017014,"Laurie Kilmartin was a Top Ten finalist in season 7 of NBC's Last Comic Standing. She has been seen on Jimmy Kimmel Live, Comedy Central and Showtime, plus appeared as a talking head on The Rachel Mad",nycc,no
Michael Ian Black,nycc,,https://newyorkcomedyclub.com/img/events/Michael-Ian-Black-Photo-461b0de4-thumb-image.jpg?1599239045,"Michael Ian Black is a multi-media talent who’s starred in numerous films and TV series, written and/or directed two films, is a prolific author and commentator, and regularly tours the country perfor",nycc,no
Steve Byrne,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/steve-byrne-2023-headshot-jpg-a9da1007-steve-byrne-2023-headshot-jpg.jpg?1692732099,"Comedy veteran Steve Byrne has seemingly done it all and continues to push himself to accomplish even more. Starting over 20 years ago and cutting his teeth in all the major clubs in NYC, including th",nycc,no
Sherri Shepherd,nycc,,https://newyorkcomedyclub.com/img/comedians/IMG-0018-7c700773-thumb-image.jpg?1710721909,"Whether on stage or screen, Daytime Emmy Award-winner Sherri Shepherd’s magnetic personality and hilarious sense of humor never fails to delight audiences. In August 2009, Sherri was a part of groundb",nycc,no
Krystyna Hutchinson,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/KRYSTYNA-HUTCHINSON-Press-Photo-adb60fdd-thumb-image.jpg?1658845315,"Krystyna Hutchinson is a stand-up comedian, actress and writer based in New York City. She is the co-host of the critically acclaimed GUYS WE F*CKED: The Anti Slut-Shaming Podcast with her comedy part",nycc,no
Ronny Chieng,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Ronny-Chieng-Photographer-Lucas-Goldman-2023523113112-b3861727-thumb-image.png?1684856258,"Ronny Chieng is a stand up comedian, actor and Correspondent on ""The Daily Show"". He starred in ""Crazy Rich Asians"", Marvel's ""Shang-Chi and the Legend of the Ten Rings"", Disney's ""Doogie Kamealoha, M",nycc,no
Andrew Schulz,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/events/andrew-schulz-krystyna-hutchinson-mark-normand-chris-distefano-new-york-comedy-club-f6e7261a-thumb-image.jpg?1564415143,"As 2018 and 2019’s most viewed comedian in the world, Andrew Schulz has taken stand up comedy by storm. A native New Yorker, Schulz is known for his hilariously unapologetic takes and wild off-the-cuf",nycc,no
Justin Hires,nycc,,https://newyorkcomedyclub.com/img/comedians/HVYq0g5X-7cf907f2-thumb-image.jpg?1692130791,"Justin Hires can be seen playing BOZER in the CBS reboot of MACGYVER. His past credits include starring as DETECTIVE CARTER in the CBS action/comedy RUSH HOUR, portraying JUARIO in the box office succ",nycc,no
Chris Redd,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/imagetest/chris-redd-headshot-jpeg-62620ecb-chris-redd-headshot-jpeg.jpg?1763395313,"Hailing from Chicago, Chris Redd is a multifaceted talent whose work spans stand-up comedy, film, television and music. Redd’s first one-hour special, “Why Am I Like This?” was released in October 202",nycc,no
Kurt Metzger,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/kurt-metzger-bd040a9e-thumb-image.jpg?1487231713,"Besides regularly performing in many a New York City comedy club, Kurt Metzger&#39;s credits include performing on Comedy Central&#39;s &quot;Live at Gotham,&quot; Showtime&#39;s &quot;White Boyz in t",nycc,no
Sherrod Small,"nycc,the_stand",,https://newyorkcomedyclub.com/img/events/Sherrod-Small-c5810ab5-thumb-image.jpg?1572029788,"Sherrod Small is a comedian, writer, producer, actor, radio host and all around performer; born and raised by his mother and two sisters in Brooklyn, NYC. He is a consistent killer connecting with aud",nycc,no
Akaash Singh,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Akaash-Singh-Headshot-1-2-51b70ddd-thumb-image.png?1704320722,"Akaash Singh is a nationally touring stand-up comedian, podcaster, and actor. His career took off with many television shows including MTV’s “Guy Code” and “Wild’n Out,” Netflix’s “Brown Nation,” and ",nycc,no
Nimesh Patel,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Nimesh-Headshot-1-f3a10bc8-thumb-image.jpg?1761229453,"Nimesh Patel is a comedian and Emmy-nominated writer who has risen the ranks to some of comedy’s biggest stages due to his unassailable joke writing, prolific output, and pioneering use of technology.",nycc,no
